,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region
55302,ceNder,0,1,Omen,15,18,9,1,0,0,166.04166666666666,vct-international,INTL
55305,MiniBoo,1,0,Neon,22,20,8,6,5,0,270.5416666666667,vct-international,INTL
55306,RieNs,1,0,Sova,19,16,9,1,2,0,233.83333333333334,vct-international,INTL
55307,Boo,1,0,Omen,4,19,9,1,3,0,58.958333333333336,vct-international,INTL
55308,benjyfishy,1,0,Cypher,28,11,2,3,1,3,280.7083333333333,vct-international,INTL
55309,paTiTek,1,0,KAY/O,16,17,17,1,1,0,202.04166666666666,vct-international,INTL
55315,keznitdeuS,0,1,Reyna,24,17,5,4,4,0,281.4166666666667,vct-international,LATAM
55322,NaturE,0,1,Viper,24,14,9,1,3,1,326.8095238095238,vct-international,NA
55325,icy,1,0,Raze,10,18,5,5,2,0,152.42857142857142,vct-international,NA
55326,leaf,1,0,Killjoy,17,13,8,3,0,2,240.47619047619048,vct-international,NA
55330,aspas,1,0,Jett,23,23,3,2,2,1,210.85714285714286,vct-international,LAS
55335,MiniBoo,0,1,Neon,24,24,6,4,4,0,249.92857142857142,vct-international,INTL
55336,RieNs,0,1,Sova,20,21,5,1,1,0,202.35714285714286,vct-international,INTL
55337,Boo,0,1,Viper,24,17,4,4,1,2,235.60714285714286,vct-international,INTL
55338,benjyfishy,0,1,Killjoy,24,21,0,4,4,0,226.10714285714286,vct-international,INTL
55339,Wo0t,0,1,Gekko,14,22,9,0,5,0,147.35714285714286,vct-international,INTL
55340,icy,1,0,Raze,16,12,4,1,5,0,237.16666666666666,vct-international,NA
55341,leaf,1,0,Viper,11,13,7,3,2,0,196.94444444444446,vct-international,NA
55345,keznitdeuS,0,1,Raze,13,15,4,3,5,0,241.83333333333334,vct-international,LATAM
55348,mta,0,1,Cypher,9,16,10,4,0,0,165.05555555555554,vct-international,LATAM
55353,whzy,0,1,Jett,11,17,2,1,7,0,221.76470588235293,vct-international,CN
55355,keznitdeuS,1,0,Jett,15,9,3,1,1,0,206.23529411764707,vct-international,LATAM
55358,mta,1,0,Sova,18,9,4,3,0,0,278.88235294117646,vct-international,LATAM
55361,leaf,0,1,Jett,20,16,3,5,5,0,241.08333333333334,vct-international,NA
55367,NaturE,1,0,KAY/O,9,16,15,2,1,0,129.625,vct-international,NA
55370,CHICHOO,0,1,Astra,15,14,7,2,2,0,229.3684210526316,vct-international,CN
55371,ZmjjKK,0,1,Raze,14,16,4,2,2,0,243.47368421052633,vct-international,CN
55372,Haodong,0,1,Cypher,8,15,1,2,3,0,128.31578947368422,vct-international,CN
55373,nobody ,0,1,Gekko,7,16,2,1,4,0,118.52631578947368,vct-international,CN
55374,Smoggy,0,1,Omen,12,14,4,0,1,0,177.47368421052633,vct-international,CN
55375,paTiTek,1,0,KAY/O,15,14,14,1,1,0,230.68421052631578,vct-international,INTL
55376,RieNs,1,0,Sova,14,11,8,1,1,0,178.68421052631578,vct-international,INTL
55377,Boo,1,0,Omen,10,11,16,5,1,0,153.73684210526315,vct-international,INTL
55378,benjyfishy,1,0,Cypher,15,9,8,2,2,0,214.21052631578948,vct-international,INTL
55379,Wo0t,1,0,Raze,21,11,4,3,2,0,293.0,vct-international,INTL
55380,MaKo,1,0,Viper,18,16,8,2,2,1,222.2608695652174,vct-international,KR
55381,Foxy9,1,0,Cypher,20,14,8,4,1,1,237.30434782608697,vct-international,KR
55382,stax,1,0,KAY/O,10,15,20,3,2,0,145.0,vct-international,KR
55384,BuZz,1,0,Jett,17,19,4,4,2,0,202.7391304347826,vct-international,KR
55385,f0rsakeN,0,1,Sova,17,15,1,0,2,1,188.47826086956522,vct-international,SEA
55386,mindfreak,0,1,Omen,20,15,6,0,3,0,206.34782608695653,vct-international,SEA
55387,d4v41,0,1,KAY/O,13,20,16,4,2,0,196.69565217391303,vct-international,SEA
55388,something,0,1,Jett,12,18,5,3,5,0,166.91304347826087,vct-international,SEA
55389,Jinggg,0,1,Sage,17,16,10,2,2,0,225.82608695652175,vct-international,SEA
55390,paTiTek,1,0,KAY/O,13,9,5,2,1,1,195.94117647058823,vct-international,INTL
55391,RieNs,1,0,Sova,10,10,11,3,0,2,181.64705882352942,vct-international,INTL
55392,Boo,1,0,Omen,12,10,8,1,1,0,174.41176470588235,vct-international,INTL
55393,benjyfishy,1,0,Cypher,13,9,8,0,1,0,206.05882352941177,vct-international,INTL
55394,Wo0t,1,0,Raze,27,9,4,5,3,0,401.11764705882354,vct-international,INTL
55400,MiniBoo,0,1,Raze,12,15,1,5,3,0,196.05555555555554,vct-international,INTL
55401,RieNs,0,1,Breach,6,15,9,0,1,0,137.27777777777777,vct-international,INTL
55402,Boo,0,1,Omen,12,14,3,1,2,0,189.88888888888889,vct-international,INTL
55403,benjyfishy,0,1,Cypher,8,17,4,2,1,0,129.11111111111111,vct-international,INTL
55404,paTiTek,0,1,Viper,12,12,5,1,2,0,199.44444444444446,vct-international,INTL
55410,paTiTek,1,0,Fade,13,20,8,0,1,1,128.39285714285714,vct-international,INTL
55411,RieNs,1,0,Gekko,16,19,12,0,2,0,168.67857142857142,vct-international,INTL
55412,Boo,1,0,Brimstone,20,17,14,0,2,1,198.82142857142858,vct-international,INTL
55413,benjyfishy,1,0,Viper,15,18,8,4,6,1,160.03571428571428,vct-international,INTL
55414,Wo0t,1,0,Raze,29,20,8,10,3,0,319.5,vct-international,INTL
55415,eeiu,0,1,Fade,16,17,4,2,0,0,149.07142857142858,vct-international,NA
55416,bang,0,1,Viper,18,18,5,2,3,0,194.32142857142858,vct-international,NA
55418,Cryo,0,1,Brimstone,15,19,14,2,5,1,168.35714285714286,vct-international,NA
55419,Asuna,0,1,Raze,24,19,3,3,3,0,255.28571428571428,vct-international,NA
55420,MiniBoo,1,0,KAY/O,19,12,10,6,1,0,326.29411764705884,vct-international,INTL
55421,RieNs,1,0,Gekko,9,11,8,1,0,1,145.88235294117646,vct-international,INTL
55422,Boo,1,0,Sage,13,8,6,3,0,0,201.0,vct-international,INTL
55423,benjyfishy,1,0,Killjoy,19,8,1,0,0,1,252.0,vct-international,INTL
55424,paTiTek,1,0,Viper,13,11,6,2,4,0,219.94117647058823,vct-international,INTL
55425,Chronicle,0,1,Viper,9,15,4,2,2,1,176.88235294117646,vct-international,INTL
55426,Derke,0,1,Jett,13,15,2,2,6,0,225.05882352941177,vct-international,INTL
55427,Boaster,0,1,Harbor,5,15,7,1,2,0,109.47058823529412,vct-international,INTL
55428,Leo ,0,1,Sova,14,13,4,0,1,0,238.0,vct-international,INTL
55429,Alfajer,0,1,Killjoy,9,15,2,0,1,0,153.47058823529412,vct-international,INTL
55434,blaZek1ngg,0,1,Sova,9,14,6,1,0,0,145.5,vct-international,SEA
55438,hiroronn,1,0,Sova,18,9,10,0,3,0,245.5,vct-international,JP
55440,MiniBoo,1,0,Raze,21,20,5,4,7,0,222.57142857142858,vct-international,INTL
55441,RieNs,1,0,Breach,15,22,15,0,4,0,160.35714285714286,vct-international,INTL
55442,Boo,1,0,Omen,16,16,10,3,4,0,158.46428571428572,vct-international,INTL
55443,benjyfishy,1,0,Cypher,25,14,2,2,0,1,226.57142857142858,vct-international,INTL
55444,Wo0t,1,0,Fade,17,19,15,2,2,0,203.64285714285714,vct-international,INTL
55445,Chronicle,0,1,Viper,26,19,9,5,0,2,262.89285714285717,vct-international,INTL
55446,Derke,0,1,Raze,25,21,6,8,3,0,268.10714285714283,vct-international,INTL
55447,Boaster,0,1,Omen,9,18,9,1,8,0,94.5,vct-international,INTL
55448,Leo ,0,1,Fade,16,17,7,0,0,0,167.10714285714286,vct-international,INTL
55449,Alfajer,0,1,Killjoy,15,19,2,3,0,0,158.53571428571428,vct-international,INTL
55450,BORKUM,0,1,Viper,18,19,9,3,2,0,197.30769230769232,vct-international,SEA
55451,Jremy,0,1,Jett,22,18,3,7,2,0,272.03846153846155,vct-international,SEA
55452,JessieVash,0,1,Sova,11,15,9,2,2,0,136.53846153846155,vct-international,SEA
55453,Invy,0,1,KAY/O,22,18,16,2,2,0,220.26923076923077,vct-international,SEA
55460,icy,1,0,Raze,18,22,4,4,4,0,199.80769230769232,vct-international,NA
55461,leaf,1,0,Killjoy,23,19,3,3,3,1,247.3846153846154,vct-international,NA
55465,Sayaplayer,0,1,Raze,19,19,4,4,4,1,206.76923076923077,vct-international,NA
55467,carpe,0,1,Fade,26,18,12,1,1,0,281.11538461538464,vct-international,NA
55469,xccurate,0,1,Chamber,18,19,1,2,3,0,163.0,vct-international,NA
55470,Chronicle,0,1,KAY/O,8,15,8,1,1,0,144.1764705882353,vct-international,INTL
55471,Derke,0,1,Yoru,6,15,1,2,5,1,106.3529411764706,vct-international,INTL
55472,Boaster,0,1,Viper,14,16,5,2,0,0,231.41176470588235,vct-international,INTL
55473,Leo ,0,1,Sova,12,13,3,0,0,0,199.58823529411765,vct-international,INTL
55474,Alfajer,0,1,Cypher,7,16,3,3,3,0,140.05882352941177,vct-international,INTL
55475,MiniBoo,1,0,Yoru,15,11,5,1,3,0,231.47058823529412,vct-international,INTL
55476,RieNs,1,0,Sova,18,10,7,1,0,1,277.3529411764706,vct-international,INTL
55477,Boo,1,0,Viper,9,7,8,2,2,0,149.8235294117647,vct-international,INTL
55478,benjyfishy,1,0,Cypher,15,9,2,2,2,1,219.2941176470588,vct-international,INTL
55479,Wo0t,1,0,KAY/O,18,10,11,3,1,1,279.1764705882353,vct-international,INTL
55485,xccurate,1,0,Chamber,13,12,1,4,3,0,178.22222222222223,vct-international,NA
55487,carpe,1,0,Fade,15,12,14,0,1,0,263.22222222222223,vct-international,NA
55489,Sayaplayer,1,0,Raze,17,12,3,7,0,1,254.16666666666666,vct-international,NA
55495,Chronicle,1,0,Viper,18,9,5,4,3,0,265.72222222222223,vct-international,INTL
55496,Derke,1,0,Raze,12,15,6,0,5,1,199.83333333333334,vct-international,INTL
55497,Boaster,1,0,Omen,7,12,10,1,1,0,132.61111111111111,vct-international,INTL
55498,Leo ,1,0,Fade,19,8,8,0,1,0,250.83333333333334,vct-international,INTL
55499,Alfajer,1,0,Killjoy,13,11,2,2,1,0,218.38888888888889,vct-international,INTL
55500,xccurate,1,0,Chamber,21,13,2,4,1,0,230.4090909090909,vct-international,NA
55502,carpe,1,0,Fade,11,15,9,2,0,0,147.45454545454547,vct-international,NA
55504,Sayaplayer,1,0,Raze,17,18,8,7,4,0,229.5,vct-international,NA
55508,hiroronn,0,1,Gekko,12,18,6,0,4,1,164.54545454545453,vct-international,JP
55510,MiniBoo,1,0,Neon,15,13,7,2,5,0,216.55,vct-international,INTL
55511,RieNs,1,0,Sova,22,11,2,4,1,1,295.15,vct-international,INTL
55512,Boo,1,0,Omen,12,8,13,1,1,0,172.05,vct-international,INTL
55513,benjyfishy,1,0,Cypher,14,12,7,4,1,0,199.5,vct-international,INTL
55514,Wo0t,1,0,KAY/O,8,11,9,1,0,0,111.95,vct-international,INTL
55520,aspas,1,0,Jett,25,15,4,6,1,0,320.04347826086956,vct-international,LAS
55525,keznitdeuS,0,1,Jett,18,18,3,3,3,1,203.95652173913044,vct-international,LATAM
55528,mta,0,1,Sova,10,19,3,0,1,0,135.2608695652174,vct-international,LATAM
55545,mindfreak,1,0,Omen,14,13,11,2,0,0,181.42857142857142,vct-international,SEA
55546,something,1,0,Jett,19,13,3,5,2,2,228.85714285714286,vct-international,SEA
55547,d4v41,1,0,Fade,15,14,10,0,0,1,193.14285714285714,vct-international,SEA
55548,f0rsakeN,1,0,KAY/O,9,13,12,0,0,0,109.23809523809524,vct-international,SEA
55549,Jinggg,1,0,Neon,18,18,11,7,4,0,262.2857142857143,vct-international,SEA
55550,keznitdeuS,0,1,Jett,9,17,0,5,7,0,162.7058823529412,vct-international,LATAM
55555,aspas,1,0,Jett,22,7,2,3,1,0,332.29411764705884,vct-international,LAS
55560,mindfreak,1,0,Omen,22,18,6,0,0,0,230.0,vct-international,SEA
55561,something,1,0,Gekko,15,17,10,2,5,0,200.29166666666666,vct-international,SEA
55562,d4v41,1,0,Sage,19,15,5,1,1,2,203.75,vct-international,SEA
55563,f0rsakeN,1,0,Breach,11,18,13,3,2,1,149.66666666666666,vct-international,SEA
55564,Jinggg,1,0,Raze,16,17,10,3,7,0,213.08333333333334,vct-international,SEA
55565,qRaxs,0,1,Gekko,17,17,6,1,3,0,185.375,vct-international,INTL
55566,yetujey,0,1,Cypher,19,17,2,7,2,0,231.41666666666666,vct-international,INTL
55567,MrFaliN,0,1,Breach,13,18,9,2,0,1,171.79166666666666,vct-international,INTL
55569,ATA KAPTAN,0,1,Omen,15,14,10,2,2,0,181.25,vct-international,INTL
55570,mindfreak,1,0,Omen,11,14,8,0,1,1,135.7826086956522,vct-international,SEA
55571,something,1,0,Gekko,16,14,6,4,2,0,186.8695652173913,vct-international,SEA
55572,d4v41,1,0,Sage,22,13,7,4,0,0,255.65217391304347,vct-international,SEA
55573,f0rsakeN,1,0,Breach,17,18,8,3,4,0,216.6086956521739,vct-international,SEA
55574,Jinggg,1,0,Raze,15,17,7,4,1,0,190.52173913043478,vct-international,SEA
55582,Munchkin,1,0,KAY/O,18,15,11,0,2,0,191.65384615384616,vct-international,NA
55588,hiroronn,0,1,KAY/O,5,20,13,0,5,0,68.61538461538461,vct-international,JP
55590,keznitdeuS,1,0,Raze,23,10,2,3,3,0,329.0,vct-international,LATAM
55597,NaturE,0,1,Viper,13,15,3,1,0,0,203.77777777777777,vct-international,NA
55600,qRaxs,0,1,Fade,5,15,5,1,2,1,90.21052631578948,vct-international,INTL
55601,yetujey,0,1,Viper,17,14,2,3,1,0,252.6315789473684,vct-international,INTL
55602,MrFaliN,0,1,Gekko,11,14,5,0,5,0,165.73684210526315,vct-international,INTL
55604,ATA KAPTAN,0,1,Brimstone,7,15,4,0,5,0,125.6842105263158,vct-international,INTL
55605,mindfreak,1,0,Brimstone,11,9,16,1,0,0,187.47368421052633,vct-international,SEA
55606,something,1,0,Gekko,14,12,6,3,1,0,187.73684210526315,vct-international,SEA
55607,d4v41,1,0,Viper,15,12,5,1,0,0,240.3684210526316,vct-international,SEA
55608,f0rsakeN,1,0,Fade,13,8,6,1,2,1,157.1578947368421,vct-international,SEA
55609,Jinggg,1,0,Raze,21,13,3,8,2,0,308.57894736842104,vct-international,SEA
55610,qck,1,0,Jett,16,13,3,2,5,0,223.28571428571428,vct-international,BR
55611,cauanzin,1,0,Sova,21,13,2,2,0,1,266.95238095238096,vct-international,BR
55612,Saadhak,1,0,Killjoy,15,16,4,2,4,0,204.57142857142858,vct-international,BR
55613,Less,1,0,Viper,11,10,8,2,2,0,145.23809523809524,vct-international,BR
55614,tuyz,1,0,Harbor,10,12,6,2,0,1,131.61904761904762,vct-international,BR
55616,zekken,0,1,Jett,14,15,2,5,5,0,193.1904761904762,vct-international,NA
55617,johnqt,0,1,Viper,15,13,6,2,0,0,205.47619047619048,vct-international,NA
55618,Zellsis,0,1,Killjoy,6,16,1,2,1,1,106.66666666666667,vct-international,NA
55619,Sacy,0,1,Gekko,18,13,2,1,1,1,224.04761904761904,vct-international,NA
55620,qRaxs,0,1,Fade,12,16,4,4,3,0,169.9,vct-international,INTL
55621,yetujey,0,1,Cypher,12,16,6,0,4,0,184.8,vct-international,INTL
55622,MrFaliN,0,1,Omen,17,15,5,3,0,1,229.05,vct-international,INTL
55624,ATA KAPTAN,0,1,Viper,9,16,13,0,3,0,168.9,vct-international,INTL
55636,runneR,0,1,Raze,17,14,1,4,2,0,275.88235294117646,vct-international,INTL
55637,ceNder,0,1,Omen,2,14,4,0,3,0,61.94117647058823,vct-international,INTL
55638,Kicks,0,1,Killjoy,9,13,2,1,1,0,165.23529411764707,vct-international,INTL
55640,CHICHOO,0,1,Killjoy,24,17,4,1,1,1,195.26666666666668,vct-international,CN
55641,ZmjjKK,0,1,Jett,28,22,3,5,3,0,259.26666666666665,vct-international,CN
55642,S1Mon,0,1,KAY/O,9,23,14,2,1,0,111.2,vct-international,CN
55643,nobody ,0,1,Sova,20,20,8,4,6,0,207.4,vct-international,CN
55644,Smoggy,0,1,Viper,17,21,7,2,5,0,172.43333333333334,vct-international,CN
55645,aspas,1,0,Jett,25,20,3,7,3,0,234.93333333333334,vct-international,LAS
55655,Chronicle,0,1,Breach,12,15,7,0,3,1,167.23809523809524,vct-international,INTL
55656,Derke,0,1,Raze,15,15,3,3,5,0,217.0952380952381,vct-international,INTL
55657,Boaster,0,1,Omen,14,18,9,3,2,0,210.04761904761904,vct-international,INTL
55658,Alfajer,0,1,Cypher,12,15,3,1,1,1,177.47619047619048,vct-international,INTL
55659,Leo ,0,1,Skye,11,14,3,1,2,0,147.57142857142858,vct-international,INTL
55660,qRaxs,1,0,KAY/O,12,11,9,3,0,1,198.9375,vct-international,INTL
55661,yetujey,1,0,Killjoy,15,9,3,1,2,2,224.1875,vct-international,INTL
55662,MrFaliN,1,0,Sova,19,9,14,1,0,0,359.75,vct-international,INTL
55664,ATA KAPTAN,1,0,Viper,9,9,12,1,3,1,191.3125,vct-international,INTL
55672,Munchkin,0,1,Viper,12,13,4,0,1,0,175.6315789473684,vct-international,NA
55675,BORKUM,1,0,Viper,9,8,6,0,1,0,133.0,vct-international,SEA
55676,Jremy,1,0,Jett,22,12,5,7,2,0,310.36842105263156,vct-international,SEA
55677,JessieVash,1,0,Sova,18,11,6,1,0,0,241.89473684210526,vct-international,SEA
55678,Invy,1,0,KAY/O,17,7,6,3,1,0,238.68421052631578,vct-international,SEA
55685,MaKo,1,0,Omen,10,8,14,1,0,0,159.1904761904762,vct-international,KR
55686,Flashback,1,0,Killjoy,18,16,4,3,2,0,251.0,vct-international,KR
55687,stax,1,0,Sova,7,10,6,0,3,0,86.47619047619048,vct-international,KR
55688,Foxy9,1,0,KAY/O,19,9,6,3,2,0,225.23809523809524,vct-international,KR
55689,BuZz,1,0,Jett,21,15,4,7,0,0,294.42857142857144,vct-international,KR
55694,blaZek1ngg,0,1,Sova,15,16,7,2,2,0,196.2173913043478,vct-international,SEA
55701,Jremy,1,0,Raze,14,18,4,4,8,0,184.15384615384616,vct-international,SEA
55702,JessieVash,1,0,Cypher,14,14,0,1,3,0,141.15384615384616,vct-international,SEA
55703,Invy,1,0,Viper,23,18,8,3,1,0,263.5769230769231,vct-international,SEA
55704,Wild0reoo,1,0,Skye,25,18,9,3,0,1,260.2692307692308,vct-international,SEA
55707,Munchkin,0,1,Viper,16,18,13,4,1,1,201.46153846153845,vct-international,NA
55710,eeiu,0,1,Fade,18,16,10,1,1,0,234.14285714285714,vct-international,NA
55711,bang,0,1,Viper,17,14,5,2,4,0,221.42857142857142,vct-international,NA
55713,Cryo,0,1,Brimstone,18,18,8,2,0,0,236.0,vct-international,NA
55714,Asuna,0,1,Raze,19,15,8,5,3,0,261.6666666666667,vct-international,NA
55715,icy,1,0,Raze,11,21,5,4,6,0,167.1904761904762,vct-international,NA
55716,leaf,1,0,Viper,21,14,7,1,1,2,282.4761904761905,vct-international,NA
55720,CHICHOO,1,0,Killjoy,16,13,5,2,3,0,220.28571428571428,vct-international,CN
55721,ZmjjKK,1,0,Jett,25,15,5,6,2,0,320.2857142857143,vct-international,CN
55722,Haodong,1,0,Viper,13,14,8,2,1,0,188.71428571428572,vct-international,CN
55723,nobody ,1,0,Sova,20,12,5,1,3,1,240.1904761904762,vct-international,CN
55724,Smoggy,1,0,KAY/O,14,12,15,1,0,1,167.61904761904762,vct-international,CN
55727,Munchkin,0,1,KAY/O,13,18,10,3,2,0,206.33333333333334,vct-international,NA
55735,MiniBoo,1,0,Neon,11,19,4,4,4,0,154.45454545454547,vct-international,INTL
55736,RieNs,1,0,Breach,23,12,10,2,1,0,259.45454545454544,vct-international,INTL
55737,Boo,1,0,Omen,9,12,11,2,3,0,129.0909090909091,vct-international,INTL
55738,benjyfishy,1,0,Cypher,15,12,6,2,1,0,183.8181818181818,vct-international,INTL
55739,Wo0t,1,0,Iso,13,17,4,1,2,0,175.45454545454547,vct-international,INTL
55745,MiniBoo,0,1,KAY/O,17,21,4,4,3,0,203.41666666666666,vct-international,INTL
55746,RieNs,0,1,Sova,15,18,6,2,3,0,191.875,vct-international,INTL
55747,Boo,0,1,Viper,7,18,6,1,3,0,98.875,vct-international,INTL
55748,benjyfishy,0,1,Killjoy,16,15,1,1,1,2,178.95833333333334,vct-international,INTL
55749,Wo0t,0,1,Jett,20,20,2,4,2,0,244.375,vct-international,INTL
55760,blaZek1ngg,1,0,Viper,22,12,12,3,2,0,251.5,vct-international,SEA
55776,Oxy,1,0,Yoru,21,18,5,6,2,0,261.5833333333333,vct-international,NA
55777,vanity,1,0,Skye,9,13,15,0,2,0,125.29166666666667,vct-international,NA
55779,Xeppaa,1,0,Raze,20,17,4,6,3,0,223.33333333333334,vct-international,NA
55781,mindfreak,1,0,Viper,13,17,6,1,2,0,150.33333333333334,vct-international,SEA
55782,d4v41,1,0,Omen,19,19,7,2,0,0,204.58333333333334,vct-international,SEA
55783,something,1,0,Gekko,22,14,6,7,1,1,261.7083333333333,vct-international,SEA
55784,f0rsakeN,1,0,Fade,17,14,7,4,0,0,210.91666666666666,vct-international,SEA
55785,qck,0,1,Phoenix,15,17,4,1,4,1,166.29166666666666,vct-international,BR
55786,cauanzin,0,1,Breach,18,19,5,4,1,0,206.29166666666666,vct-international,BR
55787,Saadhak,0,1,KAY/O,12,17,9,1,5,0,163.45833333333334,vct-international,BR
55788,Less,0,1,Viper,16,17,7,1,4,0,184.83333333333334,vct-international,BR
55789,tuyz,0,1,Omen,20,14,6,1,2,1,225.625,vct-international,BR
55800,moose,1,0,Killjoy,10,12,6,1,0,1,124.5909090909091,vct-international,NA
55801,vanity,1,0,Omen,10,13,12,1,1,0,136.22727272727272,vct-international,NA
55802,Oxy,1,0,Raze,21,16,8,7,6,0,285.8636363636364,vct-international,NA
55803,Runi,1,0,Viper,18,13,7,2,2,0,210.0909090909091,vct-international,NA
55804,Xeppaa,1,0,Gekko,20,13,10,1,1,1,226.13636363636363,vct-international,NA
55805,qck,0,1,Raze,11,16,9,3,5,0,188.22727272727272,vct-international,BR
55806,cauanzin,0,1,Fade,14,17,2,4,2,0,184.9090909090909,vct-international,BR
55807,Saadhak,0,1,Deadlock,23,17,6,2,3,1,286.1363636363636,vct-international,BR
55808,Less,0,1,Viper,11,14,8,1,1,0,170.63636363636363,vct-international,BR
55809,tuyz,0,1,Omen,8,15,4,0,1,1,94.77272727272727,vct-international,BR
55812,NaturE,0,1,Yoru,13,17,2,3,3,1,180.86363636363637,vct-international,NA
55815,keznitdeuS,1,0,Jett,14,13,3,3,7,0,174.36363636363637,vct-international,LATAM
55820,icy,0,1,Jett,18,24,6,3,8,0,192.26666666666668,vct-international,NA
55821,leaf,0,1,Killjoy,24,24,9,4,3,1,234.4,vct-international,NA
55825,aspas,1,0,Neon,20,24,10,6,7,0,186.4,vct-international,LAS
55830,leaf,0,1,Killjoy,8,16,2,2,4,0,161.75,vct-international,NA
55831,icy,0,1,Yoru,3,15,1,0,4,0,73.1875,vct-international,NA
55835,Chronicle,1,0,Sova,12,7,3,1,0,0,196.25,vct-international,INTL
55836,Derke,1,0,Yoru,16,9,1,2,2,0,246.1875,vct-international,INTL
55837,Boaster,1,0,Omen,3,10,4,0,2,0,58.8125,vct-international,INTL
55838,Alfajer,1,0,Iso,24,7,3,9,0,0,408.8125,vct-international,INTL
55839,hiro ,1,0,Cypher,16,7,6,0,0,0,273.0625,vct-international,INTL
55840,keznitdeuS,0,1,Jett,31,18,5,8,3,0,358.25,vct-international,LATAM
55841,mta,0,1,KAY/O,12,17,14,2,4,0,164.45833333333334,vct-international,LATAM
55846,leaf,1,0,Jett,17,19,3,5,8,0,197.33333333333334,vct-international,NA
55851,mindfreak,1,0,Viper,12,18,5,0,0,0,131.34615384615384,vct-international,SEA
55852,d4v41,1,0,Omen,16,19,10,0,1,0,172.8846153846154,vct-international,SEA
55853,something,1,0,Gekko,20,16,3,3,3,0,210.1153846153846,vct-international,SEA
55854,f0rsakeN,1,0,Fade,22,18,15,4,1,1,261.6923076923077,vct-international,SEA
55860,qck,1,0,Jett,13,14,6,5,3,0,182.8,vct-international,BR
55861,cauanzin,1,0,Sova,20,10,4,3,2,0,251.65,vct-international,BR
55862,Saadhak,1,0,Killjoy,10,15,7,1,3,0,168.6,vct-international,BR
55863,Less,1,0,Viper,18,10,4,2,0,1,235.05,vct-international,BR
55864,tuyz,1,0,Harbor,19,10,7,1,0,1,225.45,vct-international,BR
55867,NaturE,0,1,KAY/O,8,17,6,0,1,0,118.8,vct-international,NA
55870,moose,1,0,Killjoy,14,16,1,4,1,0,171.58333333333334,vct-international,NA
55871,vanity,1,0,Omen,14,16,8,1,2,0,162.16666666666666,vct-international,NA
55872,Oxy,1,0,Raze,21,20,4,2,7,0,262.8333333333333,vct-international,NA
55873,Runi,1,0,Clove,22,20,8,3,3,2,256.125,vct-international,NA
55874,Xeppaa,1,0,Gekko,18,16,8,0,1,1,199.625,vct-international,NA
55875,keznitdeuS,0,1,Raze,21,19,4,6,3,1,253.20833333333334,vct-international,LATAM
55878,mta,0,1,Viper,11,21,5,1,2,0,149.29166666666666,vct-international,LATAM
55880,MiniBoo,1,0,Neon,15,7,3,6,3,0,269.6,vct-international,INTL
55881,RieNs,1,0,Sova,13,8,5,1,1,0,240.66666666666666,vct-international,INTL
55882,Boo,1,0,Omen,10,6,13,1,0,0,181.93333333333334,vct-international,INTL
55883,benjyfishy,1,0,Cypher,12,3,1,0,1,0,168.26666666666668,vct-international,INTL
55884,Wo0t,1,0,KAY/O,11,7,19,1,1,0,231.33333333333334,vct-international,INTL
55890,MiniBoo,0,1,Neon,9,16,4,4,6,0,157.52941176470588,vct-international,INTL
55891,RieNs,0,1,Sova,10,13,7,0,2,0,175.88235294117646,vct-international,INTL
55892,Boo,0,1,Omen,9,15,9,0,1,0,142.23529411764707,vct-international,INTL
55893,benjyfishy,0,1,Cypher,6,12,2,0,2,0,91.6470588235294,vct-international,INTL
55894,Wo0t,0,1,KAY/O,15,14,7,2,0,0,258.5882352941176,vct-international,INTL
55895,Kicks,1,0,KAY/O,11,12,8,1,1,0,174.05882352941177,vct-international,INTL
55896,runneR,1,0,Cypher,20,8,5,4,0,1,296.4117647058824,vct-international,INTL
55897,ceNder,1,0,Omen,13,9,12,0,4,0,224.35294117647058,vct-international,INTL
55901,leaf,1,0,Raze,17,17,2,3,5,0,206.3181818181818,vct-international,NA
55906,Zellsis,0,1,Viper,19,12,7,3,1,0,239.9090909090909,vct-international,NA
55907,johnqt,0,1,Cypher,13,12,9,3,0,0,174.22727272727272,vct-international,NA
55908,zekken,0,1,Raze,13,16,5,1,7,0,177.27272727272728,vct-international,NA
55909,Sacy,0,1,Skye,15,13,6,2,2,0,194.72727272727272,vct-international,NA
55910,MaKo,1,0,Omen,16,5,9,1,1,2,266.53333333333336,vct-international,KR
55911,Foxy9,1,0,Breach,6,8,9,0,1,0,107.8,vct-international,KR
55912,Flashback,1,0,Cypher,16,9,3,3,0,1,284.93333333333334,vct-international,KR
55914,BuZz,1,0,Jett,11,10,4,5,2,0,229.0,vct-international,KR
55920,f0rsakeN,1,0,Skye,17,10,5,2,3,0,213.85714285714286,vct-international,SEA
55921,mindfreak,1,0,Omen,15,12,9,1,0,0,196.33333333333334,vct-international,SEA
55922,d4v41,1,0,Viper,18,13,7,1,0,0,247.95238095238096,vct-international,SEA
55923,something,1,0,Jett,22,10,4,8,2,0,289.04761904761904,vct-international,SEA
55924,Jinggg,1,0,Raze,11,15,5,1,3,0,154.23809523809524,vct-international,SEA
55927,Munchkin,0,1,Skye,13,14,2,0,4,1,159.71428571428572,vct-international,NA
