,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region,KPR,KPR_Variance
59291,Zellsis,1,0,Viper,14,11,4,2,2,0,171.57,vct-international,NA,0.67,0.6
59292,johnqt,1,0,Cypher,18,13,6,2,1,0,245.71,vct-international,NA,0.86,0.88
59293,zekken,1,0,Raze,18,14,4,6,3,0,255.86,vct-international,NA,0.86,0.88
59294,Sacy,1,0,Skye,18,11,10,2,0,0,225.05,vct-international,NA,0.86,0.88
59295,eeiu,0,1,Fade,13,15,6,1,1,1,169.1,vct-international,NA,0.62,1.09
59296,Cryo,0,1,Astra,14,15,4,1,1,2,173.52,vct-international,NA,0.67,1.37
59298,bang,0,1,Viper,15,17,6,2,5,0,210.81,vct-international,NA,0.71,0.97
59299,Asuna,0,1,Raze,9,18,9,0,6,0,150.52,vct-international,NA,0.43,0.53
59300,leaf,1,0,Killjoy,18,16,2,7,1,0,216.54,vct-international,NA,0.75,0.77
59301,icy,1,0,Yoru,12,16,2,2,4,0,142.0,vct-international,NA,0.5,0.58
59305,CHICHOO,0,1,Cypher,10,13,4,3,2,0,120.83,vct-international,CN,0.42,0.41
59306,ZmjjKK,0,1,Neon,23,18,1,5,5,0,280.0,vct-international,CN,0.96,1.37
59307,S1Mon,0,1,Breach,15,16,8,0,3,0,169.71,vct-international,CN,0.62,0.98
59308,nobody ,0,1,Sova,13,14,5,0,3,0,166.71,vct-international,CN,0.54,0.58
59309,Smoggy,0,1,Omen,12,15,6,2,1,0,142.67,vct-international,CN,0.5,0.42
59312,carpe,0,1,Gekko,9,15,3,0,2,0,146.39,vct-international,NA,0.5,0.36
59314,Sayaplayer,0,1,Raze,13,16,2,0,5,0,209.5,vct-international,NA,0.72,0.53
59315,f0rsakeN,1,0,Breach,18,10,8,2,0,0,241.67,vct-international,SEA,1.0,0.89
59316,mindfreak,1,0,Omen,15,9,13,0,1,2,221.11,vct-international,SEA,0.83,1.25
59317,d4v41,1,0,Sage,16,11,6,4,3,0,243.61,vct-international,SEA,0.89,1.32
59318,something,1,0,Gekko,14,12,8,4,0,0,230.78,vct-international,SEA,0.78,1.06
59319,Jinggg,1,0,Raze,15,11,2,4,0,0,232.28,vct-international,SEA,0.83,1.03
59320,CHICHOO,0,1,Cypher,6,14,3,0,3,0,127.62,vct-international,CN,0.38,0.36
59321,ZmjjKK,0,1,Raze,13,14,0,3,2,0,236.5,vct-international,CN,0.81,1.15
59322,Haodong,0,1,Omen,3,15,5,0,1,0,78.75,vct-international,CN,0.19,0.15
59323,nobody ,0,1,Sova,7,14,1,1,3,0,137.62,vct-international,CN,0.44,0.5
59324,Smoggy,0,1,KAY/O,9,13,5,0,3,0,151.06,vct-international,CN,0.56,0.37
59325,qck,1,0,Phoenix,24,7,3,3,1,1,380.06,vct-international,BR,1.5,1.12
59326,cauanzin,1,0,Breach,16,10,7,4,1,0,276.94,vct-international,BR,1.0,0.62
59327,Saadhak,1,0,Sova,9,7,6,1,0,1,152.56,vct-international,BR,0.56,0.37
59328,Less,1,0,Viper,8,7,7,3,1,0,151.31,vct-international,BR,0.5,0.25
59329,tuyz,1,0,Omen,13,7,3,1,1,0,172.62,vct-international,BR,0.81,1.03
59330,mindfreak,0,1,Omen,14,17,9,0,1,0,192.41,vct-international,SEA,0.64,0.78
59331,something,0,1,Jett,15,15,3,2,1,1,189.27,vct-international,SEA,0.68,0.58
59332,d4v41,0,1,Fade,16,18,6,2,2,0,225.77,vct-international,SEA,0.73,0.56
59333,f0rsakeN,0,1,KAY/O,19,17,14,1,2,0,239.09,vct-international,SEA,0.86,0.94
59334,Jinggg,0,1,Neon,9,21,8,3,8,0,150.55,vct-international,SEA,0.41,0.42
59335,leaf,1,0,Killjoy,16,13,4,4,0,1,194.45,vct-international,NA,0.73,0.74
59336,icy,1,0,Raze,18,14,1,3,0,0,218.64,vct-international,NA,0.82,1.15
59342,Munchkin,1,0,Viper,12,6,8,1,2,0,168.26,vct-international,NA,0.63,0.76
59345,CHICHOO,0,1,Cypher,8,15,2,0,1,0,128.47,vct-international,CN,0.42,0.45
59346,ZmjjKK,0,1,Jett,16,15,2,4,4,0,214.32,vct-international,CN,0.84,0.66
59347,Haodong,0,1,Viper,9,15,4,2,2,0,138.74,vct-international,CN,0.47,0.35
59348,nobody ,0,1,Sova,11,15,3,1,3,0,170.32,vct-international,CN,0.58,0.45
59349,Smoggy,0,1,KAY/O,10,16,6,1,1,0,166.95,vct-international,CN,0.53,0.78
59353,whzy,0,1,Neon,12,15,4,2,6,0,213.88,vct-international,CN,0.71,1.74
59355,Chronicle,1,0,Viper,16,9,2,4,0,0,236.47,vct-international,INTL,0.94,1.0
59356,Derke,1,0,Raze,14,10,4,5,2,0,222.53,vct-international,INTL,0.82,0.73
59357,Boaster,1,0,Omen,13,6,8,1,2,1,181.06,vct-international,INTL,0.76,0.89
59358,Alfajer,1,0,Killjoy,11,13,5,2,0,0,185.65,vct-international,INTL,0.65,0.35
59359,hiro ,1,0,Fade,19,7,10,1,0,1,303.65,vct-international,INTL,1.12,1.16
59365,Kicks,1,0,KAY/O,16,11,13,2,0,1,215.35,vct-international,INTL,0.8,1.16
59366,runneR,1,0,Killjoy,9,10,2,2,2,0,121.55,vct-international,INTL,0.45,0.65
59367,ceNder,1,0,Omen,11,16,10,2,3,0,161.55,vct-international,INTL,0.55,0.65
59371,Zellsis,1,0,Viper,19,8,6,1,0,1,294.12,vct-international,NA,1.12,1.04
59372,johnqt,1,0,Cypher,15,10,5,3,1,1,230.06,vct-international,NA,0.88,0.81
59373,zekken,1,0,Raze,13,13,11,6,1,0,246.18,vct-international,NA,0.76,0.65
59374,Sacy,1,0,Skye,10,12,8,4,0,1,178.59,vct-international,NA,0.59,0.48
59375,qck,0,1,Raze,10,16,2,1,3,0,168.35,vct-international,BR,0.59,0.48
59376,cauanzin,0,1,Breach,18,14,6,0,2,0,340.88,vct-international,BR,1.06,1.35
59377,Saadhak,0,1,Skye,7,15,4,1,6,0,126.94,vct-international,BR,0.41,0.48
59378,Less,0,1,Viper,6,15,7,0,3,0,114.71,vct-international,BR,0.35,0.35
59379,tuyz,0,1,Omen,11,12,4,0,1,0,178.88,vct-international,BR,0.65,0.58
59400,qRaxs,1,0,KAY/O,14,17,5,1,3,1,149.75,vct-international,INTL,0.58,0.74
59401,yetujey,1,0,Viper,18,16,3,5,1,0,202.58,vct-international,INTL,0.75,0.52
59402,MrFaliN,1,0,Skye,16,16,8,0,3,1,194.79,vct-international,INTL,0.67,0.81
59404,ATA KAPTAN,1,0,Omen,22,19,8,4,1,1,265.88,vct-international,INTL,0.92,0.91
59405,aspas,0,1,Raze,18,21,6,5,3,0,224.96,vct-international,LAS,0.75,0.6
59410,icy,1,0,Raze,15,13,1,3,3,0,201.43,vct-international,NA,0.71,0.49
59411,leaf,1,0,Viper,15,14,3,3,3,0,210.67,vct-international,NA,0.71,1.06
59430,Asuna,0,1,Gekko,9,18,2,1,0,1,114.5,vct-international,NA,0.38,0.4
59431,Cryo,0,1,Jett,21,19,2,5,3,1,250.0,vct-international,NA,0.88,1.44
59433,bang,0,1,Viper,19,18,4,1,0,1,217.25,vct-international,NA,0.79,0.91
59434,eeiu,0,1,Sova,12,20,4,1,1,0,151.42,vct-international,NA,0.5,0.5
59435,aspas,1,0,Reyna,25,14,9,4,1,0,302.25,vct-international,LAS,1.04,1.54
59440,paTiTek,1,0,Fade,14,5,7,1,0,1,241.73,vct-international,INTL,0.93,1.0
59441,RieNs,1,0,Gekko,16,7,4,2,0,0,295.13,vct-international,INTL,1.07,0.86
59442,Boo,1,0,Brimstone,7,7,9,0,1,0,113.93,vct-international,INTL,0.47,0.38
59443,benjyfishy,1,0,Viper,9,11,3,3,1,0,183.6,vct-international,INTL,0.6,0.64
59444,Wo0t,1,0,Raze,20,6,3,4,3,0,360.33,vct-international,INTL,1.33,2.49
59445,icy,0,1,Raze,4,13,3,0,2,0,114.67,vct-international,NA,0.27,0.2
59446,leaf,0,1,Viper,6,14,2,0,2,0,128.33,vct-international,NA,0.4,0.51
59455,aspas,1,0,Jett,16,10,3,5,0,0,215.67,vct-international,LAS,0.76,0.47
59460,f0rsakeN,1,0,Skye,12,14,13,3,0,0,160.95,vct-international,SEA,0.6,0.34
59461,mindfreak,1,0,Omen,14,12,8,1,1,1,184.5,vct-international,SEA,0.7,0.51
59462,d4v41,1,0,Viper,12,10,5,1,1,1,165.45,vct-international,SEA,0.6,0.54
59463,something,1,0,Jett,19,13,6,5,4,1,277.95,vct-international,SEA,0.95,1.25
59464,Jinggg,1,0,Raze,21,13,5,3,1,0,276.2,vct-international,SEA,1.05,0.65
59465,icy,0,1,Raze,12,16,7,4,3,0,203.8,vct-international,NA,0.6,0.64
59466,leaf,0,1,Viper,10,18,6,1,3,0,161.65,vct-international,NA,0.5,0.85
59471,Zellsis,1,0,KAY/O,19,10,10,1,2,1,231.0,vct-international,NA,0.9,0.94
59472,johnqt,1,0,Cypher,9,13,8,1,1,0,121.81,vct-international,NA,0.43,0.34
59473,zekken,1,0,Raze,19,16,6,6,5,1,266.62,vct-international,NA,0.9,0.85
59474,Sacy,1,0,Gekko,19,15,10,0,0,0,273.24,vct-international,NA,0.9,0.47
59476,leaf,0,1,Raze,20,16,3,4,7,1,247.48,vct-international,NA,0.95,1.09
59480,Chronicle,1,0,Viper,19,13,7,1,1,1,278.05,vct-international,INTL,1.0,1.37
59481,Derke,1,0,Raze,13,14,3,4,5,0,210.68,vct-international,INTL,0.68,1.06
59482,Boaster,1,0,Omen,15,13,10,0,3,0,189.37,vct-international,INTL,0.79,0.9
59483,Alfajer,1,0,Killjoy,15,13,2,2,0,0,240.21,vct-international,INTL,0.79,0.8
59484,hiro ,1,0,Fade,15,10,5,1,2,2,196.74,vct-international,INTL,0.79,1.53
59500,aspas,1,0,Jett,22,6,2,5,1,0,362.19,vct-international,LAS,1.38,1.23
59505,keznitdeuS,0,1,Reyna,5,13,2,1,4,0,111.31,vct-international,LATAM,0.31,0.34
59508,mta,0,1,Sova,8,16,0,2,2,0,151.38,vct-international,LATAM,0.5,0.38
59510,f0rsakeN,1,0,Harbor,9,12,3,1,3,0,130.0,vct-international,SEA,0.47,0.67
59511,mindfreak,1,0,Brimstone,14,10,11,2,0,0,215.89,vct-international,SEA,0.74,0.83
59512,d4v41,1,0,Skye,12,10,5,0,0,0,168.26,vct-international,SEA,0.63,0.76
59513,something,1,0,Gekko,22,9,5,5,1,1,297.0,vct-international,SEA,1.16,0.98
59514,Jinggg,1,0,Raze,19,12,3,6,1,0,274.05,vct-international,SEA,1.0,0.84
59515,MaKo,0,1,Viper,12,16,3,0,3,0,184.74,vct-international,KR,0.63,0.65
59516,Foxy9,0,1,Cypher,11,14,2,0,0,0,149.21,vct-international,KR,0.58,0.66
59517,stax,0,1,KAY/O,7,18,6,3,4,0,134.95,vct-international,KR,0.37,0.34
59519,BuZz,0,1,Raze,11,14,1,2,6,0,187.42,vct-international,KR,0.58,0.98
59530,blaZek1ngg,0,1,Viper,11,15,3,1,1,0,161.63,vct-international,SEA,0.58,0.66
59535,MaKo,1,0,Viper,14,10,2,2,3,0,181.11,vct-international,KR,0.74,0.51
59536,Foxy9,1,0,Killjoy,15,10,3,0,2,1,201.53,vct-international,KR,0.79,1.43
59537,stax,1,0,Fade,16,13,11,2,2,1,248.26,vct-international,KR,0.84,0.55
59539,BuZz,1,0,Raze,17,17,3,3,3,0,264.16,vct-international,KR,0.89,0.83
59543,whzy,0,1,Neon,16,20,9,7,3,0,242.23,vct-international,CN,0.73,0.83
59545,keznitdeuS,1,0,Raze,17,12,11,3,0,0,258.73,vct-international,LATAM,0.77,0.36
59548,mta,1,0,Viper,14,11,7,3,3,0,156.45,vct-international,LATAM,0.64,0.6
59555,icy,1,0,Gekko,16,16,6,1,3,0,188.95,vct-international,NA,0.73,0.93
59556,leaf,1,0,Killjoy,17,17,3,2,3,1,205.86,vct-international,NA,0.77,0.99
59560,CHICHOO,1,0,Astra,13,15,9,2,3,0,161.45,vct-international,CN,0.59,0.88
59561,ZmjjKK,1,0,Jett,19,13,3,4,4,1,238.32,vct-international,CN,0.86,1.03
59562,S1Mon,1,0,KAY/O,17,13,9,3,1,1,213.91,vct-international,CN,0.77,0.63
59563,nobody ,1,0,Sova,14,14,5,3,0,0,178.64,vct-international,CN,0.64,0.6
59564,Smoggy,1,0,Omen,21,8,10,1,1,0,253.27,vct-international,CN,0.95,0.86
59565,MiniBoo,0,1,Jett,10,19,3,1,4,0,143.55,vct-international,INTL,0.45,0.52
59566,RieNs,0,1,Sova,11,17,5,2,2,0,173.64,vct-international,INTL,0.5,0.61
59567,Boo,0,1,Astra,10,18,5,0,0,0,131.27,vct-international,INTL,0.45,0.43
59568,benjyfishy,0,1,Cypher,17,16,6,5,4,1,224.0,vct-international,INTL,0.77,0.9
59569,Wo0t,0,1,Gekko,15,18,6,1,3,0,206.36,vct-international,INTL,0.68,0.4
59575,moose,1,0,Killjoy,15,8,5,0,0,1,249.44,vct-international,NA,0.94,0.81
59577,Oxy,1,0,Raze,19,12,9,4,2,0,330.0,vct-international,NA,1.19,0.78
59578,Runi,1,0,Viper,17,8,5,2,1,0,264.12,vct-international,NA,1.06,1.56
59579,Xeppaa,1,0,Gekko,7,9,13,0,1,0,142.25,vct-international,NA,0.44,0.5
59585,qRaxs,1,0,Raze,11,17,6,3,2,0,180.16,vct-international,INTL,0.58,0.45
59586,yetujey,1,0,Viper,19,7,5,1,1,0,262.0,vct-international,INTL,1.0,0.53
59587,MrFaliN,1,0,Skye,16,11,8,3,2,0,222.32,vct-international,INTL,0.84,0.87
59589,ATA KAPTAN,1,0,Omen,15,12,5,1,0,0,213.16,vct-international,INTL,0.79,0.9
59590,Kicks,1,0,KAY/O,20,13,10,2,0,0,279.15,vct-international,INTL,1.0,1.0
59591,runneR,1,0,Killjoy,11,13,6,3,1,1,166.75,vct-international,INTL,0.55,0.65
59592,ceNder,1,0,Omen,10,10,13,1,3,0,146.45,vct-international,INTL,0.5,0.55
59602,Munchkin,0,1,Viper,15,17,16,2,2,0,196.0,vct-international,NA,0.58,0.78
59606,Zellsis,1,0,Brimstone,15,15,19,1,2,1,175.54,vct-international,NA,0.58,0.78
59607,johnqt,1,0,Viper,13,15,7,1,1,0,144.88,vct-international,NA,0.5,0.48
59608,zekken,1,0,Raze,21,21,7,6,3,0,253.96,vct-international,NA,0.81,0.85
59609,Sacy,1,0,Skye,23,18,14,4,1,0,245.85,vct-international,NA,0.88,1.03
59610,qRaxs,1,0,KAY/O,18,8,8,1,2,1,284.0,vct-international,INTL,1.06,1.11
59611,yetujey,1,0,Viper,11,7,5,0,0,1,177.18,vct-international,INTL,0.65,0.93
59612,MrFaliN,1,0,Gekko,14,10,8,2,3,0,229.88,vct-international,INTL,0.82,0.62
59614,ATA KAPTAN,1,0,Omen,20,9,6,2,0,0,301.47,vct-international,INTL,1.18,0.73
59621,Marved,1,0,Omen,8,16,9,1,2,0,129.71,vct-international,NA,0.38,0.43
59626,Zellsis,0,1,KAY/O,17,14,7,3,3,0,213.62,vct-international,NA,0.81,0.92
59627,johnqt,0,1,Cypher,5,14,6,0,2,0,78.43,vct-international,NA,0.24,0.28
59628,zekken,0,1,Jett,16,17,3,6,3,0,225.62,vct-international,NA,0.76,0.37
59629,Sacy,0,1,Sova,13,17,11,0,2,1,208.05,vct-international,NA,0.62,0.62
59631,leaf,0,1,Raze,24,21,5,6,7,0,264.54,vct-international,NA,0.86,1.19
59657,Munchkin,1,0,Viper,17,13,5,4,4,0,194.13,vct-international,NA,0.77,0.99
59661,mindfreak,1,0,Viper,21,16,3,1,3,0,281.67,vct-international,SEA,1.0,1.43
59662,d4v41,1,0,Sage,17,12,9,3,1,1,215.43,vct-international,SEA,0.81,0.63
59663,something,1,0,Gekko,15,10,8,3,0,2,195.14,vct-international,SEA,0.71,0.87
59664,f0rsakeN,1,0,KAY/O,11,15,16,4,3,0,162.24,vct-international,SEA,0.52,0.73
59665,CHICHOO,0,1,Cypher,13,16,4,2,1,0,164.33,vct-international,CN,0.62,0.33
59666,ZmjjKK,0,1,Raze,10,20,5,3,3,0,160.76,vct-international,CN,0.48,0.44
59667,Haodong,0,1,Omen,13,15,6,1,2,0,177.76,vct-international,CN,0.62,1.0
59668,nobody ,0,1,Sova,15,16,4,2,5,0,202.67,vct-international,CN,0.71,1.16
59669,Smoggy,0,1,KAY/O,16,14,9,1,1,0,202.86,vct-international,CN,0.76,0.56
59675,MiniBoo,1,0,Jett,9,20,2,3,5,0,94.5,vct-international,INTL,0.35,0.3
59676,RieNs,1,0,Sova,28,12,7,3,0,2,302.5,vct-international,INTL,1.08,1.15
59677,Boo,1,0,Astra,16,21,7,0,1,0,157.73,vct-international,INTL,0.62,0.39
59678,benjyfishy,1,0,Cypher,13,19,6,3,5,0,147.31,vct-international,INTL,0.5,0.4
59679,Wo0t,1,0,Gekko,25,18,8,4,2,0,268.15,vct-international,INTL,0.96,0.73
59700,BORKUM,0,1,Omen,12,14,8,1,1,0,152.67,vct-international,SEA,0.57,0.53
59701,Jremy,0,1,Raze,16,16,2,5,5,0,216.76,vct-international,SEA,0.76,0.56
59703,Invy,0,1,Viper,22,16,6,1,0,0,297.76,vct-international,SEA,1.05,1.38
59705,MaKo,1,0,Viper,20,9,11,0,1,0,268.43,vct-international,KR,0.95,0.81
59706,Foxy9,1,0,Killjoy,15,13,5,1,2,1,188.76,vct-international,KR,0.71,0.59
59707,stax,1,0,Fade,13,14,5,1,2,0,174.38,vct-international,KR,0.62,0.81
59709,BuZz,1,0,Raze,18,17,7,6,6,0,269.81,vct-international,KR,0.86,1.17
59716,Oxy,0,1,Raze,20,18,2,5,6,0,265.62,vct-international,NA,0.95,1.47
59719,Xeppaa,0,1,Skye,14,15,6,0,3,0,199.48,vct-international,NA,0.67,0.79
59720,CHICHOO,0,1,Viper,19,19,3,1,2,1,228.75,vct-international,CN,0.79,0.5
59721,ZmjjKK,0,1,Raze,24,18,1,4,5,0,278.79,vct-international,CN,1.0,1.17
59722,S1Mon,0,1,Fade,15,17,7,3,2,1,176.21,vct-international,CN,0.62,0.57
59723,nobody ,0,1,Gekko,12,20,10,2,3,0,155.17,vct-international,CN,0.5,0.5
59724,Smoggy,0,1,Brimstone,16,17,11,0,2,1,179.71,vct-international,CN,0.67,0.47
59725,MiniBoo,1,0,Raze,23,16,3,2,2,0,261.79,vct-international,INTL,0.96,0.71
59726,RieNs,1,0,Gekko,16,17,8,3,2,1,177.67,vct-international,INTL,0.67,0.72
59727,Boo,1,0,Brimstone,20,17,6,2,2,0,196.33,vct-international,INTL,0.83,0.72
59728,benjyfishy,1,0,Viper,14,17,9,4,4,0,180.58,vct-international,INTL,0.58,0.58
59729,Wo0t,1,0,Fade,18,19,14,3,0,0,236.42,vct-international,INTL,0.75,0.6
59730,CHICHOO,1,0,Omen,13,8,9,3,0,0,205.65,vct-international,CN,0.76,0.77
59731,ZmjjKK,1,0,Neon,9,13,7,5,2,0,170.82,vct-international,CN,0.53,0.48
59732,S1Mon,1,0,Breach,11,7,5,3,0,0,164.06,vct-international,CN,0.65,0.46
59733,nobody ,1,0,Fade,15,10,9,0,1,0,246.82,vct-international,CN,0.88,1.04
59734,Smoggy,1,0,Clove,21,6,10,3,0,1,331.29,vct-international,CN,1.24,1.94
59735,mindfreak,0,1,Omen,5,14,3,1,1,0,104.76,vct-international,SEA,0.29,0.33
59736,something,0,1,Jett,8,13,1,1,5,0,133.06,vct-international,SEA,0.47,0.48
59737,d4v41,0,1,Skye,7,15,7,1,2,0,125.94,vct-international,SEA,0.41,0.36
59738,f0rsakeN,0,1,Cypher,11,13,1,0,2,1,173.71,vct-international,SEA,0.65,1.4
59739,Jinggg,0,1,Raze,13,14,6,0,4,0,271.88,vct-international,SEA,0.76,0.53
59745,qRaxs,1,0,Breach,13,9,6,0,0,0,198.22,vct-international,INTL,0.72,1.09
59746,yetujey,1,0,Cypher,11,11,7,1,3,0,174.5,vct-international,INTL,0.61,0.68
59747,MrFaliN,1,0,Omen,17,11,10,4,0,0,277.61,vct-international,INTL,0.94,1.05
59749,ATA KAPTAN,1,0,Viper,10,12,2,1,3,1,126.33,vct-international,INTL,0.56,0.69
59755,Kicks,1,0,KAY/O,18,15,14,1,4,1,201.42,vct-international,INTL,0.69,0.6
59756,runneR,1,0,Cypher,7,21,9,1,3,0,98.38,vct-international,INTL,0.27,0.2
59757,ceNder,1,0,Omen,16,18,5,2,5,0,157.5,vct-international,INTL,0.62,0.62
59762,Munchkin,0,1,Viper,10,11,6,1,1,0,158.0,vct-international,NA,0.5,0.45
59765,MaKo,1,0,Viper,11,11,5,2,2,0,145.45,vct-international,KR,0.55,0.45
59766,Foxy9,1,0,Cypher,16,9,7,1,2,1,182.35,vct-international,KR,0.8,0.86
59767,stax,1,0,Skye,15,10,4,2,3,0,204.45,vct-international,KR,0.75,0.69
59769,BuZz,1,0,Raze,13,13,2,4,0,0,223.85,vct-international,KR,0.65,0.73
59785,aspas,1,0,Neon,23,13,8,5,3,0,288.68,vct-international,LAS,1.05,1.23
59800,BORKUM,1,0,Omen,12,14,8,2,1,1,169.71,vct-international,SEA,0.57,0.53
59801,Jremy,1,0,Raze,30,15,8,10,3,0,421.05,vct-international,SEA,1.43,0.82
59802,JessieVash,1,0,Sova,23,12,4,2,0,0,264.24,vct-international,SEA,1.1,1.32
59803,Invy,1,0,Breach,12,13,15,1,0,0,156.43,vct-international,SEA,0.57,0.34
59805,f0rsakeN,0,1,KAY/O,17,16,6,0,6,0,218.62,vct-international,SEA,0.81,0.82
59806,mindfreak,0,1,Viper,18,14,4,1,3,1,241.1,vct-international,SEA,0.86,1.07
59807,d4v41,0,1,Omen,13,19,8,1,0,0,179.38,vct-international,SEA,0.62,0.71
59808,something,0,1,Gekko,12,19,4,2,3,0,168.14,vct-international,SEA,0.57,0.91
59809,Jinggg,0,1,Raze,9,20,7,1,5,1,148.1,vct-international,SEA,0.43,0.34
59810,MiniBoo,1,0,Yoru,13,15,3,5,3,0,162.3,vct-international,INTL,0.57,0.68
59811,RieNs,1,0,Gekko,19,14,5,1,1,1,230.43,vct-international,INTL,0.83,1.19
59812,Boo,1,0,Astra,13,12,10,3,3,0,169.13,vct-international,INTL,0.57,0.51
59813,benjyfishy,1,0,Viper,20,15,10,1,2,0,237.17,vct-international,INTL,0.87,1.07
59814,Wo0t,1,0,Skye,13,14,9,2,2,2,159.39,vct-international,INTL,0.57,0.42
59817,Munchkin,0,1,Viper,12,14,7,3,1,0,183.3,vct-international,NA,0.52,0.42
59820,MiniBoo,1,0,Jett,20,20,3,3,7,1,228.73,vct-international,INTL,0.77,0.87
59821,RieNs,1,0,Sova,14,20,4,1,0,0,158.58,vct-international,INTL,0.54,0.33
59822,Boo,1,0,Viper,15,16,14,1,1,1,177.62,vct-international,INTL,0.58,0.47
59823,benjyfishy,1,0,Killjoy,22,15,1,5,3,0,231.96,vct-international,INTL,0.85,0.67
59824,Wo0t,1,0,Reyna,21,19,4,2,3,0,223.92,vct-international,INTL,0.81,1.0
59835,qRaxs,1,0,KAY/O,29,17,10,1,0,0,289.46,vct-international,INTL,1.12,1.1
59836,yetujey,1,0,Killjoy,13,19,5,3,3,0,155.62,vct-international,INTL,0.5,0.4
59837,MrFaliN,1,0,Sova,17,20,6,1,4,1,205.42,vct-international,INTL,0.65,0.69
59839,ATA KAPTAN,1,0,Omen,8,19,12,0,3,0,101.5,vct-international,INTL,0.31,0.29
59856,leaf,1,0,Raze,26,17,3,7,4,0,267.46,vct-international,NA,0.93,0.78
59876,zekken,1,0,Raze,19,12,5,5,2,1,304.39,vct-international,NA,1.06,1.05
59877,johnqt,1,0,Cypher,11,12,4,1,1,1,150.72,vct-international,NA,0.61,0.46
59878,Zellsis,1,0,Viper,10,11,7,1,1,0,164.94,vct-international,NA,0.56,0.25
59879,Sacy,1,0,Skye,7,10,7,0,1,0,121.28,vct-international,NA,0.39,0.57
59880,leaf,0,1,Killjoy,11,17,1,0,2,0,170.56,vct-international,NA,0.61,0.68
59881,icy,0,1,Yoru,9,16,4,2,3,2,150.39,vct-international,NA,0.5,0.47
59885,aspas,1,0,Jett,18,6,2,0,0,0,237.56,vct-international,LAS,1.0,0.89
59890,MiniBoo,1,0,Raze,16,12,2,3,2,0,242.44,vct-international,INTL,0.89,1.32
59891,RieNs,1,0,Gekko,11,9,5,1,0,0,169.56,vct-international,INTL,0.61,0.57
59892,Boo,1,0,Brimstone,10,10,10,1,1,0,161.06,vct-international,INTL,0.56,0.69
59893,benjyfishy,1,0,Viper,15,10,3,2,4,1,215.28,vct-international,INTL,0.83,1.58
59894,Wo0t,1,0,Fade,23,8,7,3,1,0,348.67,vct-international,INTL,1.28,1.2
59900,aspas,1,0,Neon,12,15,9,4,4,0,153.21,vct-international,LAS,0.5,0.5
59905,Less,0,1,Cypher,15,18,5,2,1,0,162.25,vct-international,BR,0.62,0.65
59906,cauanzin,0,1,Fade,17,21,6,4,2,0,218.04,vct-international,BR,0.71,1.12
59907,Saadhak,0,1,Breach,8,17,10,0,2,0,108.42,vct-international,BR,0.33,0.56
59908,tuyz,0,1,Raze,13,19,3,3,5,0,167.46,vct-international,BR,0.54,0.66
59910,f0rsakeN,1,0,Harbor,12,15,5,0,5,0,141.46,vct-international,SEA,0.5,0.67
59911,mindfreak,1,0,Brimstone,23,15,7,2,0,0,247.12,vct-international,SEA,0.96,0.96
59912,d4v41,1,0,Skye,19,17,9,1,1,1,202.5,vct-international,SEA,0.79,0.75
59913,something,1,0,Reyna,15,18,13,3,8,0,203.21,vct-international,SEA,0.62,0.98
59914,Jinggg,1,0,Raze,20,18,8,0,4,0,251.0,vct-international,SEA,0.83,1.22
59915,CHICHOO,0,1,Viper,11,15,9,0,0,0,132.75,vct-international,CN,0.46,0.41
59916,ZmjjKK,0,1,Raze,20,22,5,8,1,0,260.54,vct-international,CN,0.83,0.97
59917,Haodong,0,1,Gekko,6,19,8,2,1,0,83.08,vct-international,CN,0.25,0.19
59918,nobody ,0,1,Skye,21,16,9,3,2,1,225.38,vct-international,CN,0.88,0.53
59919,Smoggy,0,1,Omen,25,17,5,5,2,1,285.96,vct-international,CN,1.04,1.29
59921,zekken,1,0,Raze,19,9,7,4,2,1,282.47,vct-international,NA,1.0,1.37
59922,johnqt,1,0,Viper,17,11,5,1,1,0,230.53,vct-international,NA,0.89,0.52
59923,Zellsis,1,0,Killjoy,16,12,3,1,3,1,218.89,vct-international,NA,0.84,0.98
59924,Sacy,1,0,Fade,11,11,10,2,0,1,163.68,vct-international,NA,0.58,0.88
59925,Chronicle,0,1,Viper,12,14,6,3,1,0,201.79,vct-international,INTL,0.63,0.86
59926,Derke,0,1,Raze,17,15,2,3,1,0,265.11,vct-international,INTL,0.89,1.15
59927,Boaster,0,1,Omen,7,15,5,1,6,0,110.11,vct-international,INTL,0.37,0.44
59928,Alfajer,0,1,Killjoy,10,14,1,1,1,1,164.26,vct-international,INTL,0.53,0.57
59929,hiro ,0,1,Fade,10,15,5,1,1,0,163.89,vct-international,INTL,0.53,0.78
59931,runneR,1,0,Raze,19,12,5,6,4,0,243.36,vct-international,INTL,0.86,0.75
59932,ceNder,1,0,Omen,12,12,7,3,1,0,160.09,vct-international,INTL,0.55,0.7
59933,Kicks,1,0,Skye,13,10,6,0,3,1,151.18,vct-international,INTL,0.59,0.61
59940,aspas,1,0,Jett,14,12,6,1,3,1,167.91,vct-international,LAS,0.64,0.69
59945,MiniBoo,0,1,Jett,8,19,3,3,4,0,108.77,vct-international,INTL,0.36,0.32
59946,RieNs,0,1,Sova,12,14,10,1,4,2,171.27,vct-international,INTL,0.55,0.52
